lambda,sharpe_regime,dd_regime,calmar_regime,hhi_regime,dd_improvement
1.0,1.1946595147526828,-0.06133852455731451,5.318418569717515,0.1656282573404799,45.4272257243291
2.0,1.1997783442929262,-0.061273611531521534,5.345457668118969,0.16547215076768104,41.578866860299776
3.0,1.1961158982123732,-0.06129505711329142,5.324239717384047,0.16610948494087413,38.12989263243524
5.0,1.196151053484234,-0.06132068245242288,5.32389472064002,0.1659712766217995,31.330056968280157
7.0,1.1986736607829107,-0.06131548084094241,5.352536819678587,0.16742082094005759,25.530078372535908
10.0,1.2007671887432567,-0.06130959613521861,5.353602059882538,0.16771436571831622,18.270826590825607
