theta_H,sharpe,dd,calmar,hhi,ew_pct,dd_improvement
0.5,1.2183447357060806,-0.061741028530470025,5.215491858308922,0.15385435708165812,21.568627450980394,37.679737256730036
0.75,1.1688856904217997,-0.06194283043270679,5.069522025883749,0.16380406361317448,13.725490196078432,37.47604211479892
1.0,1.1961158982123732,-0.06129505711329142,5.324239717384047,0.16610948494087413,11.76470588235294,38.12989263243524
1.25,1.1746429880421527,-0.059986174243839355,5.330784867420812,0.17035959706762754,7.8431372549019605,39.45105501449957
1.5,1.1746429880421527,-0.059986174243839355,5.330784867420812,0.17035959706762754,7.8431372549019605,39.45105501449957
