,static,equal,shrunk,regime,minvar
2014-11-13,0.007156375607369716,0.0007693095765490216,0.0031022942555619664,0.0031022942555619664,0.003126587214774241
2014-11-14,-0.0012532830537139827,0.001725957665115112,-0.0022938054368196927,-0.0022938054368196927,-0.0023048999472273083
2014-11-17,-0.002952100240064286,-0.001021936198165425,0.0017694961464781,0.0017694961464781,0.00178553649128126
2014-11-18,0.006117700330490911,0.0035636642390458667,0.0031540687206038625,0.0031540687206038625,0.003139584300475144
2014-11-19,0.0029420561540191383,0.0010251847224037349,0.002466672288563796,0.002466672288563796,0.0024562097746232783
2014-11-20,-0.0012000610262543675,0.002123158737569778,0.0005669435102968513,0.0005669435102968513,0.0005566984065346203
2014-11-21,0.0060616272228061294,0.005638835973305243,0.005511544046413075,0.005511544046413075,0.005510031737537109
2014-11-24,0.007527464116978632,-0.0001769711883891922,-0.003359914157842966,-0.003359914157842966,-0.003363832881616188
2014-11-25,-0.004033600357961397,-0.0026408650574572933,-0.0002471679802835967,-0.0002471679802835967,-0.0002561097289157117
2014-11-26,-0.0024875888912319873,0.0006266299348279943,0.0031257993163888217,0.0031257993163888217,0.003135837206969831
2014-11-28,-0.0008995108265830213,-0.008021567560640855,-0.0032660110968918076,-0.0032660110968918076,-0.00325319210912277
2014-12-01,-0.00881295569317234,-0.00319343848315413,-0.0012113546642184034,-0.0012113546642184034,-0.001215511162193557
2014-12-02,0.010398008119158779,0.008717726208660084,0.0070271223413712,0.0070271223413712,0.007029874787579353
2014-12-03,0.00977130685290978,0.0007632291984310263,-0.0038018861166487033,-0.0038018861166487033,-0.003782856612792797
2014-12-04,0.000954550503847447,-0.0022452680605190363,-0.00329479872319295,-0.00329479872319295,-0.0032959120483856837
2014-12-05,0.010993328589949423,0.00036056082121035444,-0.0006447686937250414,-0.0006447686937250414,-0.0006323356767070981
2014-12-08,0.0030592141801317925,-0.010034726468279095,-0.008701716189549017,-0.008701716189549017,-0.008675607042349053
2014-12-09,-0.0013168770439023173,0.0002290022829292701,-0.0030170827399953696,-0.0030170827399953696,-0.003018148075012611
2014-12-10,-0.027222790470279888,-0.01886943788828705,-0.01598757048522736,-0.01598757048522736,-0.015999961767388632
2014-12-11,-0.003960824995371928,0.002025077038177758,0.0015436084635928374,0.0015436084635928374,0.0015550921627513182
2014-12-12,-0.02590020965821674,-0.018315811395909695,-0.017921607221277107,-0.017921607221277107,-0.017934044584170812
2014-12-15,-0.0008309182579875609,-0.007614741328691379,-0.005121511469078537,-0.005121511469078537,-0.0050988231534686975
2014-12-16,0.0016542136571675381,-0.009668242726375393,-0.008804603161646902,-0.008804603161646902,-0.008838889163297892
2014-12-17,0.021456796888692033,0.022103240539573965,0.01910823396258415,0.01910823396258415,0.019088703366892626
2014-12-18,0.0208868595799711,0.0236445032777739,0.02274600001140645,0.02274600001140645,0.022750003595226297
2014-12-19,0.007485974401643946,0.005759966754949478,0.00143695232869809,0.00143695232869809,0.0014205540915656516
2014-12-22,0.008056101396412394,0.006008749292724183,0.007154311162699734,0.007154311162699734,0.00716146019349156
2014-12-23,0.011870250865342002,0.006152914607054014,0.0022985329081356125,0.0022985329081356125,0.002272584477080351
2014-12-24,0.0025944411577091793,-0.002265932168640658,-0.00205638861202361,-0.00205638861202361,-0.0020667211454416597
2014-12-26,0.0002009659335739393,0.0025130940904402365,0.001964804981901043,0.001964804981901043,0.001957581637062461
2014-12-29,0.005744162151479615,-0.00024935748725875403,-0.0025018057756799,-0.0025018057756799,-0.0024969423681964788
2014-12-30,-0.0009550088674458144,-0.0029697412437198873,-0.0039033685408184395,-0.0039033685408184395,-0.0039054804344470077
2014-12-31,-0.009778437363938464,-0.010709917173406457,-0.012013694550558429,-0.012013694550558429,-0.012010725948934296
2015-01-02,-0.0011631960797657886,-0.00019026421666254993,-0.0009394143082214752,-0.0009394143082214752,-0.0009381165308472895
2015-01-05,-0.020635920936119184,-0.022217230064304715,-0.01418345725137773,-0.01418345725137773,-0.014169846189762471
2015-01-06,-0.021659611398490396,-0.012557158604043574,-0.005819637940554244,-0.005819637940554244,-0.005847501816043576
2015-01-07,0.010883511650296017,0.010953083458968883,0.014573746186920694,0.014573746186920694,0.01463470191596282
2015-01-08,0.04126208368826144,0.018827251605196643,0.01845405375849468,0.01845405375849468,0.018454331487946774
2015-01-09,-0.009624163514429027,-0.00949712666116367,-0.006796778625602991,-0.006796778625602991,-0.0067133058496936905
2015-01-12,-0.011741174640038007,-0.012009377513532832,-0.008782051310285732,-0.008782051310285732,-0.008778094887673518
2015-01-13,0.0021829955340865598,-0.0017278170735698076,-0.00019267601981747337,-0.00019267601981747337,-0.00015562339146616008
2015-01-14,-0.0011982225127587045,-0.00716401307230285,-0.0020457820695946333,-0.0020457820695946333,-0.0020338639458247934
2015-01-15,0.004939964441257835,-0.012840874865012971,-0.00636570427486385,-0.00636570427486385,-0.006344195068580154
2015-01-16,0.013069221310955685,0.010738477147341729,0.01001125765964255,0.01001125765964255,0.01001484960599646
2015-01-20,-0.00064835485778026,0.0007553173816872996,0.0029450072069683794,0.0029450072069683794,0.002913935262002949
2015-01-21,0.0235316546191506,0.008859229479912247,0.0042912322517332435,0.0042912322517332435,0.0042533171341919696
2015-01-22,0.036662219881260345,0.022047164409573012,0.01571029264668684,0.01571029264668684,0.015720736113986757
2015-01-23,-0.012594625827371494,-0.009619417942865657,-0.010402637852025175,-0.010402637852025175,-0.010403695425348646
2015-01-26,-0.0033740589757181327,0.0016010626509985386,0.0006260453183516433,0.0006260453183516433,0.0006134878129367663
2015-01-27,-0.03073338252521607,-0.02250664545943828,-0.025006797985752647,-0.025006797985752647,-0.025006993028125552
2015-01-28,-0.018852445231878567,-0.013089777044685431,-0.007524451718245702,-0.007524451718245702,-0.007499601543961508
2015-01-29,0.011286073958232794,0.011585445518937386,0.008270276308074111,0.008270276308074111,0.008266879345663426
2015-01-30,-0.0303514249607225,-0.005808673986621325,-0.017268455541575262,-0.017268455541575262,-0.01726562550484369
2015-02-02,0.01255953334118946,0.016397544372494858,0.013613634980949982,0.013613634980949982,0.013604885252794935
2015-02-03,0.006171860566730313,0.015251277925904477,0.011954362323748,0.011954362323748,0.011954628359978767
2015-02-04,0.001443689494698674,-0.004896686203247506,-0.0010522498403534592,-0.0010522498403534592,-0.0010262808835864584
2015-02-05,0.009309710712421536,0.011629626953416008,0.009168638631706038,0.009168638631706038,0.009163329293031725
2015-02-06,-0.007135869505004419,0.002216859361804623,-0.005119544545850934,-0.005119544545850934,-0.005115199981403181
2015-02-09,-0.00820190228135056,-0.0027448815672718786,-0.0033774249857244387,-0.0033774249857244387,-0.0033967856790576155
2015-02-10,0.01909320355107952,0.010305097403222665,0.011980824025602589,0.011980824025602589,0.011971396570386341
2015-02-11,0.0052902751199626315,0.003485400069464938,0.006347912681732132,0.006347912681732132,0.006381203449236112
2015-02-12,0.004075290864426436,0.00862822383133969,0.004297796504168982,0.004297796504168982,0.004329889934559293
2015-02-13,0.0006538847941250029,0.0054856766838928045,0.001976039471639632,0.001976039471639632,0.0019283634241744226
2015-02-17,0.002483796450195932,-0.0010632763845082748,-0.0017597344264746989,-0.0017597344264746989,-0.0017727064406261495
2015-02-18,-0.0010415978956067912,-0.005937991330465026,0.00015795380320789007,0.00015795380320789007,0.00015018152969778427
2015-02-19,0.0015565176299026228,-0.0016403174213570292,-0.004114376661822983,-0.004114376661822983,-0.004139804203857702
2015-02-20,0.01958034390859389,0.007374119768087188,0.0046045712557522865,0.0046045712557522865,0.004625083055082973
2015-02-23,0.02507984055666925,-0.0026251601279405996,0.0020676097996203823,0.0020676097996203823,0.0020682248011662813
2015-02-24,-0.00573099342820096,0.003991702024839309,0.0015232787600636848,0.0015232787600636848,0.001525744565602978
2015-02-25,-0.009626960621805293,0.0012081927177733723,-0.0016880898679886834,-0.0016880898679886834,-0.0017096230754200922
2015-02-26,-0.0030871437110219177,-0.003019443033787835,-0.0005134925854433676,-0.0005134925854433676,-0.0005341047040391589
2015-02-27,-0.001584759339016758,-0.0047160412595193876,-0.0014349624258270998,-0.0014349624258270998,-0.001447632450436101
2015-03-02,0.005887702229436426,0.00570095107475409,0.002863767056561285,0.002863767056561285,0.002859742827822492
2015-03-03,-0.013483916211633636,-0.0029749116952171584,-0.004560981940505124,-0.004560981940505124,-0.004554375463680883
2015-03-04,0.00407395201523778,-0.005665442070998701,-0.00567871124845788,-0.00567871124845788,-0.005684474298616443
2015-03-05,0.00725089837351796,0.0006088673862055062,-0.0012532056115986377,-0.0012532056115986377,-0.001270905968816369
2015-03-06,-0.015929937183532212,-0.012742198092842305,-0.015358687192310804,-0.015358687192310804,-0.015338973689114249
2015-03-09,0.01568963586570153,0.0032036895267979044,0.0029414102844584726,0.0029414102844584726,0.0028982721666342536
2015-03-10,-0.02109440289428806,-0.01827061249046696,-0.01565889540472509,-0.01565889540472509,-0.01565891954171957
2015-03-11,0.004079451843494207,-0.0019688123583166406,-0.006714346128436776,-0.006714346128436776,-0.0067383504939340574
2015-03-12,0.013008986327522691,0.01228603051901311,0.011084898124800251,0.011084898124800251,0.01114012029805699
2015-03-13,0.002937479120158505,-0.005890483891510037,-0.00676014620259575,-0.00676014620259575,-0.006749097363684919
2015-03-16,0.022259989640465886,0.012664246803499464,0.013872404787418734,0.013872404787418734,0.013853046516155822
2015-03-17,-0.005412166246739194,-0.004280141865987148,-0.005079871757192492,-0.005079871757192492,-0.0051258932340505405
2015-03-18,0.018818808059748105,0.013179799911388831,0.012798829590445742,0.012798829590445742,0.01276016410390039
2015-03-19,0.0029568486590381146,-0.009669182103878725,-0.007816153111041401,-0.007816153111041401,-0.007824150516732095
2015-03-20,-0.006657694452437217,0.008728588432228446,0.00785240426615161,0.00785240426615161,0.007773126218905399
2015-03-23,-0.001023194743822611,-0.0007918031849568411,0.004324939155300179,0.004324939155300179,0.004415526029207867
2015-03-24,-0.005693312083416714,-0.0057380165704403185,-0.006716506639792968,-0.006716506639792968,-0.006694844985708783
2015-03-25,-0.018068335297136435,-0.011336907927818328,-0.009963162344000992,-0.009963162344000992,-0.00998501532919036
2015-03-26,-0.0027692530552295776,-0.0019082428606939602,-0.00238853526203837,-0.00238853526203837,-0.002385338217706132
2015-03-27,0.01035277502421849,-0.0003905872233848206,-0.0004037793758534604,-0.0004037793758534604,-0.0003935020509951261
2015-03-30,0.019324866528254103,0.015399283229002306,0.013328737782943176,0.013328737782943176,0.013330202820300828
2015-03-31,-0.019299267116991814,-0.012206553860406066,-0.009742625670700908,-0.009742625670700908,-0.009712610923567505
2015-04-01,-0.004544004217182508,-0.001575672339551748,-0.0038153223503798552,-0.0038153223503798552,-0.0038369488626114564
2015-04-02,-0.002527034002284831,0.0018679073705174978,0.002296659325960675,0.002296659325960675,0.0022831625558735694
2015-04-06,0.008008523423025373,0.009200870437559391,0.00934500364768543,0.00934500364768543,0.009329035848096598
2015-04-07,-0.0022593660310978023,0.00045922087505739854,-0.001282443709312886,-0.001282443709312886,-0.0013118421778102202
2015-04-08,0.005294602347079447,0.00029600172249446226,-0.001977072445028188,-0.001977072445028188,-0.0020003825108983
2015-04-09,0.005791340201959059,0.006853905116436584,0.004975729551695867,0.004975729551695867,0.00497583674993429
2015-04-10,0.0040706422110821545,0.003229080042909691,0.00430843502496775,0.00430843502496775,0.00430862202198416
2015-04-13,5.3706464417299645e-05,-0.002296098584790398,-0.004547348878285884,-0.004547348878285884,-0.004547321475885128
2015-04-14,-0.0007802113148737392,0.005958835014333922,0.002611067028660923,0.002611067028660923,0.00261103967174448
2015-04-15,-0.006457589155497515,0.005437950884133954,0.0031110345683045123,0.0031110345683045123,0.0031111110173162194
2015-04-16,0.011385011436942968,0.0008408675927894256,-0.0007270507911531786,-0.0007270507911531786,-0.0007271042047877859
2015-04-17,-0.016395671222436823,-0.01343230255542615,-0.009249627955860845,-0.009249627955860845,-0.009249601024325585
2015-04-20,0.013146160380829866,0.011386499465002812,0.008761663636159562,0.008761663636159562,0.008761509697378322
2015-04-21,-0.0009138853282626305,-0.002721659973364675,-0.00026686947818824864,-0.00026686947818824864,-0.00026686619352349014
