date,instability,regime,window_idx,ann_ret_static,ann_vol_static,sharpe_static,dd_static,calmar_static,hhi_static,effn_static,gs_static,ann_ret_equal,ann_vol_equal,sharpe_equal,dd_equal,calmar_equal,hhi_equal,effn_equal,gs_equal,ann_ret_shrunk,ann_vol_shrunk,sharpe_shrunk,dd_shrunk,calmar_shrunk,hhi_shrunk,effn_shrunk,gs_shrunk,ann_ret_regime,ann_vol_regime,sharpe_regime,dd_regime,calmar_regime,hhi_regime,effn_regime,gs_regime,ann_ret_minvar,ann_vol_minvar,sharpe_minvar,dd_minvar,calmar_minvar,hhi_minvar,effn_minvar,gs_minvar
2012-01-04,1.6298306480774603,equal_weight,0,1.5063960952018938,0.2039313803545983,7.386779281258993,-0.027139588023218697,55.50548865786499,0.7114565236295326,1.4056,,0.48912398943664814,0.1088877793624301,4.492000776401288,-0.027167388216002952,18.00408583805379,0.05263157894736842,19.0,,0.06297222471731234,0.06876486393155035,0.9157616421664981,-0.030538941081936777,2.06203039418938,0.28699926053354247,3.4843,,0.48912398943664814,0.1088877793624301,4.492000776401288,-0.027167388216002952,18.00408583805379,0.05263157894736842,19.0,,0.05740373043883691,0.06968244928423402,0.8237903665625711,-0.030812527820302527,1.8629997114684407,0.3038218885083852,3.2914,
2012-04-04,-0.6459793421670018,shrunk_mv,1,-0.19617546675555986,0.33074196532455247,-0.5931375129946259,-0.17424039088552268,-1.1258897306104456,1.0,1.0,0.34956949864603143,-0.21421864694961817,0.17396315720972727,-1.231402386491293,-0.11532784852567401,-1.8574754466344643,0.05263157894736842,19.0,0.0,0.03092019990453553,0.10319035117648104,0.29964235562736224,-0.0408190295030455,0.7574947342201895,0.2784175418173062,3.5917,0.04391688389284061,0.02478065297580669,0.1033895604957838,0.23968235145769132,-0.04081902950304528,0.6070857949711407,0.2784175418173062,3.5917,1.5788036160750545,0.024796488710703248,0.10339406121998403,0.23982507716710694,-0.04129912326501328,0.6004119882058051,0.2835064974409198,3.5273,0.08151816695638812
2012-07-05,0.23875928001334126,shrunk_mv,2,0.4040586935042953,0.2112031082597501,1.9131285369501283,-0.06493987520415201,6.222042962571959,0.9501613899061345,1.0525,0.05101176976146524,0.282758488337691,0.12724569316701206,2.222145844783649,-0.026845396469427962,10.532848291501363,0.05263157894736842,19.0,0.0,0.17860665623628272,0.09021405675516962,1.979809606844311,-0.020329979128296705,8.785383158002624,0.25323180849406474,3.949,0.14066098911408859,0.17860665623628272,0.09021405675516962,1.979809606844311,-0.020329979128296705,8.785383158002624,0.25323180849406474,3.949,0.14066098911408859,0.1810260219823332,0.09014397047451472,2.008187802572025,-0.020365083504803594,8.889039023072694,0.25489163682406885,3.9232,0.151774665034885
2012-10-03,-0.38006809319730966,shrunk_mv,3,-0.8899441108881537,0.35784983308585894,-2.486920570044333,-0.24832069598446527,-3.583849937919906,0.9997812380642177,1.0002,0.05095886368246496,0.13444474487073185,0.1508439586724439,0.891283589041025,-0.0793858395385425,1.6935607868133433,0.05263157894736842,19.0,0.0,0.010207173677201961,0.10481307322654608,0.0973845472037622,-0.048433701281983654,0.2107452746131302,0.2551656545466242,3.919,0.09720119414547392,0.010207173677201961,0.10481307322654608,0.0973845472037622,-0.048433701281983654,0.2107452746131302,0.2551656545466242,3.919,0.09720119414547392,0.009182905437804142,0.10486611438607907,0.08756790018934056,-0.04833282304851538,0.18999315286397717,0.2520485168845405,3.9675,0.08587163315263592
2013-01-07,0.12521447024794027,shrunk_mv,4,0.14371478164415524,0.14939714665778941,0.9619647018650881,-0.039302921954108005,3.656592805287189,0.6112405301784477,1.636,1.4716671329836286,0.2158921876694466,0.10368264363885277,2.082240383659988,-0.03581407362298006,6.028138266039628,0.05263157894736842,19.0,0.0,0.4894668784480104,0.08558175063690104,5.719290325395174,-0.011361059243054972,43.08285591831783,0.2624749007674354,3.8099,0.08935537978910246,0.4894668784480104,0.08558175063690104,5.719290325395174,-0.011361059243054972,43.08285591831783,0.2624749007674354,3.8099,0.08935537978910246,0.49092163158575725,0.0854879869332142,5.742580322651416,-0.01130425728088702,43.42803064256122,0.26636590189472337,3.7542,0.1139540242669778
2013-04-09,-0.5160410194229962,shrunk_mv,5,0.10883425024894154,0.16770013441336548,0.6489812940797953,-0.0704392349284807,1.5450799594777624,0.5045703996921744,1.9819,0.9042013873138727,0.2947627431908064,0.1397521934058228,2.109181516277548,-0.04630514711660527,6.36565828089342,0.05263157894736842,19.0,0.0,0.1537237596799174,0.14886397066140042,1.032645837652489,-0.060270909662994976,2.55054653297029,0.26145250103738715,3.8248,0.04896566843171354,0.1537237596799174,0.14886397066140042,1.032645837652489,-0.060270909662994976,2.55054653297029,0.26145250103738715,3.8248,0.04896566843171354,0.1574174186144673,0.14868363795050832,1.05874069792983,-0.05983009823459384,2.6310740456623276,0.26759402158842527,3.737,0.058573293455078695
2013-07-09,-0.08943582406207873,shrunk_mv,6,-0.07427783121574938,0.10750402491357818,-0.6909307002734165,-0.06359136796580656,-1.1680489599734512,0.46471833576537575,2.1518,1.2586047584724256,0.10879148453195009,0.09274467880659261,1.1730213089510082,-0.04378867242412077,2.484466381584632,0.05263157894736842,19.0,0.0,-0.030601708041609228,0.091342577843849,-0.33502128759627453,-0.060830638456468966,-0.5030640614352276,0.2923103210732538,3.421,0.28599841532895204,-0.030601708041609228,0.091342577843849,-0.33502128759627453,-0.060830638456468966,-0.5030640614352276,0.2923103210732538,3.421,0.28599841532895204,-0.03092769739958138,0.09131670275407065,-0.33868609429398944,-0.06082134731648969,-0.5085006953010454,0.2912750719198154,3.4332,0.25639633147723995
2013-10-07,-0.7355819744607285,shrunk_mv,7,0.6734015700718816,0.1639549210694393,4.107236096845657,-0.025223941807432038,26.696920537355073,0.5424821741590439,1.8434,1.9999987824293628,0.42449333386114746,0.10755428690136348,3.9467820957284974,-0.02081902766473165,20.389681050295057,0.05263157894736842,19.0,0.0,0.2505413356088782,0.10552758031405625,2.3741787205131826,-0.04224195698408384,5.931101527878516,0.2395041381674095,4.1753,0.33287396458702095,0.2505413356088782,0.10552758031405625,2.3741787205131826,-0.04224195698408384,5.931101527878516,0.2395041381674095,4.1753,0.33287396458702095,0.25053883801186083,0.10552729019223532,2.374161579961573,-0.042243119378502336,5.930879198740254,0.23956853034784403,4.1742,0.3307399230082093
2014-01-07,-0.6270657475492346,shrunk_mv,8,-0.2608899870208,0.21923501577426438,-1.1900014516359272,-0.09998167972381289,-2.609377915448876,0.6344420341673733,1.5762,1.291475577543684,-0.044372270693389365,0.12013593463651773,-0.3693505263653355,-0.06729762408663653,-0.6593437925277437,0.05263157894736842,19.0,0.0,0.12749076833479903,0.11015618632753217,1.157363672301846,-0.0653893493372596,1.9497176470932298,0.19817440281592746,5.0461,0.3496608145069888,0.12749076833479903,0.11015618632753217,1.157363672301846,-0.0653893493372596,1.9497176470932298,0.19817440281592746,5.0461,0.3496608145069888,0.13069412152803564,0.11062963417437001,1.181366299395339,-0.06547318145758574,1.996147409038016,0.20544083647104483,4.8676,0.3579358536266696
2014-04-08,-0.316162065448391,shrunk_mv,9,0.1278210743823156,0.131873232730124,0.9692723211229601,-0.03912209925745047,3.2672345505072347,0.31537832120172676,3.1708,1.7731572827274678,0.24375235820306762,0.09733581493589691,2.504241202106308,-0.03108450884761038,7.841602368499577,0.05263157894736842,19.0,0.0,0.30145119129986175,0.08113746736911072,3.715314281730035,-0.018297666243725308,16.474843692333515,0.16844832229131745,5.9365,0.17417045086342897,0.30145119129986175,0.08113746736911072,3.715314281730035,-0.018297666243725308,16.474843692333515,0.16844832229131745,5.9365,0.17417045086342897,0.30499304631317403,0.08158244619267026,3.7384641003884975,-0.018254383533098606,16.70793460431927,0.17669509612633416,5.6595,0.16519921812994515
