,Ann Ret,Sharpe,Max DD,Calmar,HHI,DD Impr
static,0.047304789272168496,0.8197785386947081,-0.06890594721602966,3.5036166292661113,0.7718961510590919,0.0
equal,0.040650253446209046,0.8731262040990183,-0.03974485508134894,3.8842355978625274,0.10000000000000003,42.320138265071186
shrunk,0.020068558750788966,1.0245841609602344,-0.020461149923699164,4.774732509067597,0.45567978222747485,70.30568368859275
regime,0.024543996707118015,1.0023772646001936,-0.02266442092361871,4.650039277387093,0.4201120072661162,67.10817884476266
minvar,0.02009427098493564,1.0247471004059043,-0.020435690547883734,4.774245055668264,0.45868824682764425,70.342631697936
