,Ann Ret,Sharpe,Max DD,Calmar,HHI,DD Impr
static,0.043912513102996785,0.5726672638281758,-0.08844865287684708,3.0189071922753383,0.8118596058702338,0.0
equal,0.062004474026456875,0.6370821065172294,-0.08629245878867643,3.1771418906516615,0.08333333333333333,2.4377918917237364
shrunk,0.0656976003321673,0.7251464626957017,-0.07383990788398942,3.540369733921849,0.5460429561755745,16.516639335590998
regime,0.07012079908850893,0.7310586622755995,-0.07529811103006673,3.4826188503848554,0.5195909879352173,14.867995632551606
minvar,0.06579428715205692,0.7258764083700144,-0.07383331171087129,3.5417382498804697,0.5467029678150424,16.524096965417552
