,Ann Ret,Sharpe,Max DD,HHI,DD Impr
static,0.03354307886131949,0.8193428054276994,-0.06530390171122136,0.6809066535784941,0.0
equal,0.025394849389809612,0.7519103681838072,-0.03883122710728733,0.10000000000000003,40.5376614723545
shrunk,0.030792046785958458,1.3179075500303656,-0.014679508536447684,0.26898368071180256,77.52123816221341
regime,0.030597145546650974,1.1971904687940078,-0.019618585531451533,0.24519246690136537,69.95801932600236
minvar,0.030792437866625572,1.317802637224399,-0.014679375150278744,0.26908394136340436,77.5214424167303
