,Ann Ret,Ann Vol,Sharpe,Max DD,Calmar,HHI,DD Impr
static,0.14415380340573788,0.22534586477253016,0.9993812051962658,-0.09911822764357904,5.123549753000642,0.6488328762972246,0.0
equal,0.13838510264089732,0.15215772695505905,1.4738072896858425,-0.06793053590333052,5.745317769421015,0.052631578947368425,31.465142670222964
shrunk,0.08592138274939266,0.1254051807224558,1.109380531258659,-0.05909816305291975,4.870249527866886,0.18568211467170206,40.3760897890226
regime,0.09823268052346978,0.13202750085754458,1.174299086335161,-0.061957250947235885,5.10299589774324,0.16579224021135794,37.491566969872544
minvar,0.08590769648205246,0.1254039234885549,1.1092527237325753,-0.05909843582455091,4.870102266907922,0.18565357830669646,40.375814590769316
